Field,StrategyOrDate,PRICE_LOWER_LIMIT,TOP_N_COUNT,Value
AggReturn,2019-01-31 00:00:00,500,12,-0.0048108807670906
AggReturn,2019-01-31 00:00:00,500,16,-0.0019099447691118
AggReturn,2019-01-31 00:00:00,500,2,-0.0025073819115237
AggReturn,2019-01-31 00:00:00,500,4,-0.0158517293799807
AggReturn,2019-01-31 00:00:00,500,8,0.0012621917236484
AggReturn,2019-01-31 00:00:00,800,12,0.0017928890587583
AggReturn,2019-01-31 00:00:00,800,16,-0.0029169155993933
AggReturn,2019-01-31 00:00:00,800,2,0.0292870743685277
AggReturn,2019-01-31 00:00:00,800,4,0.0076793392778727
AggReturn,2019-01-31 00:00:00,800,8,-0.0019337081010399
AggReturn,2019-02-01 00:00:00,1200,12,-0.0088005761909743
AggReturn,2019-02-01 00:00:00,1200,16,-0.0026967295915699
AggReturn,2019-02-01 00:00:00,1200,2,0.0018603254447342
AggReturn,2019-02-01 00:00:00,1200,4,0.013321846139492
AggReturn,2019-02-01 00:00:00,1200,8,0.0013968922491348
AggReturn,2019-02-01 00:00:00,500,12,-0.0004760750446488
AggReturn,2019-02-01 00:00:00,500,16,0.0003105568809013
AggReturn,2019-02-01 00:00:00,500,2,0.004919231570758
AggReturn,2019-02-01 00:00:00,500,4,-0.0027356063651123
AggReturn,2019-02-01 00:00:00,500,8,0.0039660133805894
AggReturn,2019-02-01 00:00:00,800,12,0.0030918388666798
AggReturn,2019-02-01 00:00:00,800,16,0.0051280624519821
AggReturn,2019-02-01 00:00:00,800,2,0.0011991102573554
AggReturn,2019-02-01 00:00:00,800,4,0.0063389517839597
AggReturn,2019-02-01 00:00:00,800,8,0.0044632824210657
AggReturn,2019-02-04 00:00:00,1200,12,-0.0075164255043543
AggReturn,2019-02-04 00:00:00,1200,16,0.0177826818312862
AggReturn,2019-02-04 00:00:00,1200,2,-0.0039607942850609
AggReturn,2019-02-04 00:00:00,1200,4,-0.0166254562681386
AggReturn,2019-02-04 00:00:00,1200,8,-0.0057563719692585
AggReturn,2019-02-04 00:00:00,500,12,-0.0058270141731467
AggReturn,2019-02-04 00:00:00,500,16,-0.0040685778604737
AggReturn,2019-02-04 00:00:00,500,2,-0.0031527668153665
AggReturn,2019-02-04 00:00:00,500,4,0.0023813547412721
AggReturn,2019-02-04 00:00:00,500,8,-0.0092068569973389
AggReturn,2019-02-04 00:00:00,800,12,-0.0082728422533569
AggReturn,2019-02-04 00:00:00,800,16,-0.0077089729658244
AggReturn,2019-02-04 00:00:00,800,2,-0.0092978754447754
AggReturn,2019-02-04 00:00:00,800,4,-0.0367417669359996
AggReturn,2019-02-04 00:00:00,800,8,-0.0151946942584308
AggReturn,2019-02-05 00:00:00,1200,12,0.0166916548181126
AggReturn,2019-02-05 00:00:00,1200,16,0.013131506330293
AggReturn,2019-02-05 00:00:00,1200,2,0.0122020389745919
